Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
F-UI-14,Accessibility,As any analyst I want the workbench to pass an automated accessibility scan.,npm run a11y drives axe over the served app; the visual language is dark institutional terminal with semantic colour only and motion only for live state.,Every destination scanned; colour contrast; focus order.,"npm run a11y (9 routes × 6 viewports, pending-plan, ready-model and ready-report fixtures, and the review, filed, loading, error and refusal states, each asserted on screen before axe runs); documented scenarios",PASS,0,-,"2026-09-03 against a fresh host-control server: 75 route × viewport combinations plus the fixtures and the five state scans, 0 violations. Manual screen-reader, 400% reflow, reduced-motion and forced-colour checks remain the candidate's review (WEB-006/008).",2026-09-03
F-UI-15,Responsive behaviour,As an analyst on a narrow viewport I want the workbench usable without horizontal page scroll.,"DESIGN.md governs; wide content (loan tables, artifact tables) is expected to scroll inside its own container rather than the page body.",375px viewport; 768px; the 27-column loan table.,npm run a11y - mobile viewport + page-horizontal-scroll assertion (added this session); npm run a11y (mobile viewport + page-horizontal-scroll assertion) [executed 2026-08-30 by the repo suite (425 passed) plus a11y / workbench smoke / frontend unit],PASS,0,-,"Closed the coverage gap in the repo's own harness rather than in a side script: a11y-axe.mjs now sweeps a fourth viewport (375x812) and asserts on every route that the document never gains a second scroll axis (WCAG 1.4.10, which axe cannot see). 52 combinations, 0 violations. The detector was proved non-vacuous against a 2000px element. Wide content is contained by .table-wrap/.loan-table-wrap/.worksheet-scroll/.report-proof-stage, each with its own overflow and min-width:0. Still uncovered: data-bearing model-builder and report-studio states at mobile width, whose fixtures run at 1440 only.",2026-08-30
F-RV-03,Relative-value signal bands,As an analyst I want a spread to map to a consistent attractiveness signal so screening is comparable across instruments.,"artifacts/relative_value.py::signal_for_spread maps a spread in bps onto SystemSignal (ATTRACTIVE / FAIR / UNATTRACTIVE), returning None when the spread is absent.",None spread; band boundaries; negative spread.,test_misc_spec.py::test_financial_guards_and_rv_signal_bands [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,Covered by the existing spec test; band boundaries are pinned there.,2026-08-30
F-DELIV-10,Visual recipe validation,"As an auditor I want a chart recipe to be declarative over governed fields only, with no executable or remote content.","publishing/recipes.py::validate_recipe accepts a bounded kind set (line, bar, scatter, trend, variance_bridge, scenario_path, rv_scatter, debt_stack, maturity_wall, covenant_headroom) over available_fields and fails closed on anything else. VisualRecipeValidationResponse is a declared but unrouted wire schema.",Unknown kind; a field not in available_fields; a URL or script in the recipe; empty recipe.,test_misc_spec.py::test_visual_recipe_is_declarative_and_fails_closed [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,The response schema is declared in the OpenAPI contract but no route serves it - it is consumed inside the deliverable GENERATED_CHART path.,2026-08-30
F-DELIV-11,Deterministic export rendering,"As an auditor I want a frozen deliverable to render byte-identically every time, in each supported format.","publishing/renderers.py renders md, a minimal deterministic PDF (no reportlab) and xlsx; render_frozen_xlsx is re-packed by _deterministic_zip with sorted entries, fixed zip metadata and pinned timestamps so the bytes are reproducible. An unknown format_name is refused.",Same payload rendered twice (identical bytes); unknown format; payload with unusual cell values (_safe_cell).,test_deliverables_spec.py export tests [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,Determinism is what makes the x-caos-sha256 header meaningful across re-renders.,2026-08-30
F-RUN-18,Real-issuer corpus suite,"As a maintainer I want every implemented pathway exercised against one realistic user-uploaded leveraged-credit case, not only synthetic fixtures.","caos/tests/test_corpus_pathways.py uploads one 30-document Carnival Corporation pack through the public multipart source API. sources.txt pins issuer-hosted PDFs by SHA-256 and records document type and reporting period. The pack spans annual reports, quarterly actuals, management guidance/forecasts, and executed term-loan agreements. Its route matrix uses an explicit development host_control provider plus the guarded placeholder capability; it is corpus/host-boundary evidence, not ordinary application completion. CI and nightly acquisition fail on redirects, missing, non-PDF, or digest-mismatched bytes.",Corpus absent; issuer replaces bytes at a stable URL; redirect; unapproved host; malformed response; host-control capability unavailable; ordinary route reaches a missing source-computed executor.,Historical CORPUS_FULL=1 host-control run: 34 passed on 2026-08-31; ordinary completion is not proved after false-success removal.,FAIL,1,Critical,"The retained pack proves upload, extraction, source-set pinning, guarded tool-result citation controls, and route shape only. It does not prove ordinary pathway completion, complete source use, live-LLM quality, model construction, deliverables, or browser display; Tasks 6, 8, 9, 10, and 11 must close those gates.",2026-09-01
F-SEC-09,Route security audit,As a security owner I want an automated audit proving every route authenticates before it does anything else.,"run_sec_audit.py boots the app on the production identity edge, discovers every route from OpenAPI (refusing to run if the schema and the registered routes differ) and asserts: 401 before body validation on every route; role from OIDC groups only with eleven group-parsing cases and every forged-header shape; Caddy strips the trusted headers and oauth2-proxy's public set equals the gate's; nine actors × every case- and run-scoped route (non-members receive the byte-identical unknown-id 404, read-only actors read what the analyst reads and never write, writers pass, approver-only routes refuse the analyst, a global role never overrides membership); cross-case identifiers in bodies and sub-paths are indistinguishable from unknown ones and never move the other case's audit chain; mass assignment is refused on every JSON body; standing is rechecked at commit time; framework docs are closed; hardening headers ride every refusal and download; gzip-encoded and duplicate-key JSON bodies are handled typed.",A new route added without auth; a public path; a route whose body validation would otherwise mask the check.,run_sec_audit.py [executed 2026-09-03],PASS,0,-,"Current result: {'audited_routes': 59, 'matrix_cells': 507, 'cross_case_probes': 20, 'failures': 0}. Mapped to IAM-001–020, SEC-006, SEC-009–011 in docs/PERIMETER_LEDGER.csv.",2026-09-03
F-OPS-05,Encrypted backup and restore drill,As an operator I want backups encrypted at rest and a rehearsed restore path.,"caos/deploy/backup.sh and restore_drill.sh encrypt with age. Since Task 12a (2026-09-03): backup.sh resolves the vault volume from the running app container's /vault mount or CAOS_VAULT_VOLUME (never a Compose label) and names every failure on stderr; it pauses the app and worker containers for the whole capture so the pg_dump and the vault archive share one snapshot point, excludes the regenerable checkpoints.db-shm, and unpauses on every exit path; the manifest records the vault volume and the snapshot point. restore_drill.sh asserts the full startup schema, which the store now creates on first boot regardless of usage history (RESTORE-DRILL-2026-08-30 F1–F3).","Missing age binary; a corrupted archive; a restore into a non-empty volume; a vault volume restored by hand (no Compose labels); the app service down (CAOS_VAULT_VOLUME override, verified to exist); pg_dump failing mid-capture (writers unpaused, nothing published); a fresh deployment that never queued a build or saved a draft.","bash -n; caos/tests/test_deploy_topology.py (fake-docker harness: mount-based discovery, no label lookups, pause → pg_dump → tar → unpause order, -shm excluded, loud failures, override verified, unpause on dump failure; the drill's table list ⊆ the startup schema); enterprise-image drill 2026-09-03 (backup under active writes, restore drill passed, 198 restored sources byte-verified, checkpoint integrity ok).",PASS,0,-,"Task 12a drill on images built from the tree, under active writes, host-control binding: backup in ~1 s with zero failed requests; restore_drill.sh exit 0; both halves consistent (every live source's bytes present, PRAGMA integrity_check ok, every non-terminal run has a checkpoint thread). The 2026-08-30 findings F1 (lazy tables), F2 (silent label failure) and F3 (no snapshot point) are repaired with regression tests. Scheduled off-host transfer, rotation and retention remain deployment gates.",2026-09-03
F-OPS-06,Container image resource verification,As an operator I want the built image to contain the resources the app needs at runtime.,caos/deploy/verify_image_resources.py checks the image's staged resources; the Dockerfile pins base images by digest and installs libreoffice-calc for the worker.,Missing static export; missing vendored methodology bundle; missing LibreOffice.,Nightly deployment job [executed 2026-08-30 by the repo suite (425 passed) plus deploy and config check],PASS,0,-,"Now executed: caos/deploy/verify_image_resources.py has a source-tree fallback and runs here - build_id 7fa967c4..., 307 bundle entries checked, 0 mismatches, 41 logical entries, 22 physical skills, LibreOffice found. It had not run in CI for at least three nightlies because D-007 aborted the step before it.",2026-08-30
F-OPS-07,CI and nightly pipelines,As a maintainer I want every push gated on the same checks a reviewer would run.,"ci.yml runs the frontend job (lint --max-warnings=0, tsc --noEmit, unit tests, build), a server matrix over Python 3.12 and 3.14 (full ruff lint, run_sec_audit.py, docs/quality_ledger_coverage.py, pytest, and the digest-pinned issuer corpus on the 3.14 leg), a browser job as a three-engine matrix (Chromium, Firefox, WebKit) running the workbench journey with traces and screenshots retained on failure and axe on the Chromium leg, a postgres job (two-connection races and instance locks), a security job (hashed scanner install, pip-audit, bandit, npm audit, digest-pinned gitleaks, each report floor-checked by caos/scripts/scan_floors.py and retained), an image job (build, resource verification, PostgreSQL boot, Trivy inventory and CycloneDX SBOM per image bound to the image ids, fixable HIGH/CRITICAL gate) and deploy checks. nightly.yml adds CORPUS_FULL=1, the three-engine journey and a11y, shell syntax, Compose checks and a floor-checked full-history secret scan. Corpus acquisition is a required step. security-review.yml runs the recorded read-only diff review on every pull request.",Issuer changes bytes at a stable URL (digest refusal); redirect response (refusal); stale cache (revalidated and replaced); unavailable issuer host; one corpus document missing; cache key on the manifest hash.,"caos/tests/test_workflow_security.py (22 tests over every workflow); prior full pipeline evidence retained from 2026-08-30; local reproduction of the audit, ledger, scanner floors, three-engine journey and a11y on 2026-09-03 (enterprise-task-12b-report.md)",PASS,2,High,"Task 12b: every action commit-pinned, every pulled image digest-pinned, every pip install hashed, no write token anywhere, no event text in a run block; recorded exceptions for apt and the Playwright browser builds. The browser job's focus-return step is recorded in the Task 12b report.",2026-09-03
F-RUN-19,Bounded agent tool loop,"As an operator I want each agent module to run inside one bounded loop that cannot spin, retry forever, or spend without reserving first.","engine/loop.py drives count -> reserve -> create -> validate usage -> reconcile, with the evidence tool turn, exactly one byte-identical timeout retry, exactly one tool-less repair, and every legacy stop-reason rule enforced as host validation rather than trusted from the provider.","Provider timeout (one retry, byte-identical request); malformed output (one repair, then terminal); an unexpected stop_reason; usage the provider under-reports; retry budget already spent.",test_budget_spec.py; test_finalization_metering.py; test_modules_spec.py [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,"Retry and repair are each budgeted dimensions (provider_retries=1, repairs=1), so the loop cannot exceed them without a refused reservation.",2026-08-30
F-RUN-20,Provider binding selection,As an operator I want one explicit and auditable provider authority with no implicit fallback.,run.py::build_provider refuses dual credentials. Production agent execution accepts only the exact digest-bound qualified Anthropic model and refuses OpenRouter or an absent/incomplete/expired/mismatched qualification. Development may use exactly one unqualified Anthropic or OpenRouter binding. Disabled clean configuration constructs no provider.,Dual keys; whitespace-only keys; no key; partial qualification pair; wrong model or build; expired record; OpenRouter in production; provider construction failure cleanup.,"test_single_instance.py provider-assembly and cleanup matrix; test_anthropic_provider.py; test_openrouter_provider.py; test_config_and_vault.py plus the Task 5D host-control group [executed 2026-09-01: 142 passed, 2 PostgreSQL-dependent tests skipped, 1 third-party Starlette deprecation warning]",PASS,0,-,Host-control enforcement is proved. A live enterprise Anthropic credential and protected qualification record remain BLOCKED EXTERNAL until candidate qualification in Tasks 11 and 13.,2026-09-01
F-RUN-21,Deep Research brief and plan approval,"As an analyst I want to run a bounded research question against the supplied pack, approve the exact plan that will execute, and receive a source-grounded memo with the same acceptance and publication guarantees as every other route.","POST /api/cases/{case_id}/runs with pathway DEEP_RESEARCH requires full depth and a validated research brief (every string BoundaryText); the brief is locked in the run's creating transaction and bound into the plan digest. After CP-0 the host proposes a deterministic plan, parks the run on PLAN_APPROVAL_REQUIRED and serves it on the run record and GET /api/runs/{run_id}/research-plan (case member). POST /api/runs/{run_id}/research-plan/approve (case writer) is an expected-hash compare-and-swap on the exact proposed sha256 hash, consumed once, audited as research.plan_approved; execution resumes only on the approved plan and refuses RESEARCH_PLAN_MISMATCH otherwise. deep_research_available on the case wire is derived from the engine, never a literal.","Missing brief; screen depth; brief on another pathway; bidi or control bytes in the brief; wrong hash (409 RESEARCH_PLAN_STALE); second approval (409 RESEARCH_PLAN_NOT_PENDING); malformed hash (422); outsider (404); reader (403); POST /resume on a parked run re-parks; restart between proposal and approval; injection-bearing, insufficient and ambiguous briefs.","spec/test_research_spec.py (persistence, CAS, resume bypass, continuity, restart, replay, refusals, HTTP authorization and key sets, derived availability, adversarial briefs, deliverable journey); test_module_wiring.py::test_cp_dr_agent_wiring_is_registry_only; test_corpus_pathways.py DEEP_RESEARCH full under CORPUS_FULL=1 [executed 2026-09-02 by the repo suite]",PASS,0,-,Host control proves orchestration only. The question-specific C22 pack and live-model qualification of CP-DR remain BLOCKED EXTERNAL (Tasks 11 and 13).,2026-09-02
F-SRC-15,Document-first intake,"As an analyst I want to drop one or more documents and have CAOS create or resolve the case, admit every file or none, classify the evidence, select the route and start the run, without typing any analytical field.","POST /api/intake is one strict multipart transaction (files, optional case_id): every file passes prepare_upload's admission checks first (nothing is admitted if any fails, with one structured finding per file), the host classifies issuer, document type, period, revision status and disposition from prepared evidence and labels them host_classification, an existing case is resolved only within the actor's membership by normalized issuer, the whole pack is admitted in one store transaction (case, sources, one source-set version, audit rows, intake row), the route is Full Credit at full depth unless the documents prove a narrower objective (brief file, loan-universe workbook, restructuring instrument, earnings-only or legal-only pack), and Engine.start_run pins the set. GET /api/cases/{case_id}/intake serves the durable record for refresh and restart. A pack with no usable evidence stays admitted and returns the typed INTAKE_EVIDENCE_INSUFFICIENT clarification; an engine refusal leaves the pack admitted with its typed code.","Malformed, unsupported, empty or EICAR file in a pack; more than 40 files; zero files; exact duplicates within a pack and against the case; conflicting filenames; restated documents; amendments; mixed issuers; issuer mismatch with an explicit case; textless PDF; add-the-missing-source recovery; double submit; outsider case (404); reader (403); process restart; provider unavailable; document instructions.","spec/test_intake_spec.py (30 tests, 6 route selections as data cases of one journey); workbench smoke document-first journeys [executed 2026-09-02 by the repo suite]",PASS,0,-,The 32 MiB edge body cap bounds one request; a larger pack is admitted across intakes into the same case. Live-model qualification of the journey stays BLOCKED EXTERNAL.,2026-09-02
F-DELIV-12,Filing-gate interrupt identity,"As an auditor I want an approval to bind exactly the content that was reviewed, and never to resume another freeze's gate.","deliverables/graph.py derives the gate thread identity as a deterministic digest over the freeze identity including build_id, so a methodology or model change cannot resume a different freeze's gate. The gate-level approval hash is the canonical sha256 form bound to the exact frozen preview digest (invariant 5).",Two freezes with the same draft but different build_id; a resume against a superseded interrupt (typed RESUME_NOT_APPLIED); an approval carrying a stale preview_digest.,test_deliverables_spec.py gate tests; test_state_spec.py::test_stale_or_late_resume_returns_typed_not_applied [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,This is the invariant-5 carrier for deliverables; model sign-off is deliberately NOT an interrupt but a store CAS transaction.,2026-08-30
F-MODEL-12,CP-MODEL calculation engine,"As an analyst I want the model arithmetic to be pure, finite and reproducible from its pins.","models/engine.py is the pure calculation boundary; the vendored cp_model_v3 scripts are methodology authority and load byte-verified from the pinned Deploy V bundle. Invariant 7: non-finite values and zero denominators are refused before use, so the same pins always produce the same worksheet digest.",Zero denominator; a NaN assumption; an absent required assumption; the same inputs calculated twice (identical payload_digest).,test_model_builder_spec.py (55 tests) [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,Purity is what makes payload_digest and the x-caos-sha256 download header meaningful.,2026-08-30
F-GAP-01,Declared-but-unserved wire contracts,"As an integrator I want to know which declared contracts this deployment does not actually serve, so a client degrades instead of erroring.","contracts.py declares request models with no route in this build (MemberRequest, MethodologyDraftRequest, ConfirmDraftRequest, ApproveResearchPlanRequest, ThesisRequest, RecommendationMatrixRequest, ReportInputsRequest, AssumptionRequest, ModelRebasePreviewRequest, OneWaySensitivityRequest, RVUniverseRequest, FreezeReportRequest, ApproveRequest, SnapshotSwitchRequest), and api/__init__.py injects four unrouted response schemas into the OpenAPI document (ThesisResponse, VisualRecipeValidationResponse, CanonicalGenerationProgressResponse, AuditEventResponse). The frontend degrades on an observed 404 or 405 rather than on a hardcoded capability map.",A client generated from the OpenAPI document calling an unrouted path; StaticFiles answering 405 to a POST at an unrouted path; a route landing later (the gate stays truthful with no code change).,api.test.ts::isUnavailableRoute; test_http_contracts_spec.py [executed 2026-08-30 by the repo suite (425 passed); not additionally probed],PASS,0,-,"Matches the known-gaps ledger in CLAUDE.md. The observed-404/405 gate means these degrade rather than error, which is why this is documented rather than defect-tracked.",2026-08-30
F-CFG-03,Deployment environment contract,As an operator I want the compose stack to refuse unsafe production configuration and give each process only the settings it uses.,"caos/deploy/docker-compose.yml uses ${VAR:?set VAR} for unconditional deployment secrets. Settings.validate_runtime is the app's second gate (PostgreSQL with a nonblank non-placeholder password, edge/session secrets); build_provider conditionally requires the enabled Anthropic credential plus exact qualification path/digest. run.py refuses non-production startup, dev.py refuses non-development startup, and the worker uses validate_worker_runtime while receiving only environment, database and vault settings. caos/.env.example leaves every secret and qualification value empty and commits no qualification record.",Unfilled required secret; blank or percent-encoded placeholder database password; wrong entrypoint for the environment; enabled agent execution with an empty or partial qualification; dual credentials; OpenRouter in production; worker started without HTTP/provider secrets; app provider assembly fails after opening the store.,"test_config_and_vault.py::test_deployment_wires_qualification_only_to_the_app_and_documents_empty_values, ::test_worker_runtime_validation_remains_provider_independent; test_single_instance.py startup/rollback and entrypoint matrix [executed 2026-09-01]",PASS,0,-,Agent fields remain conditionally optional when execution is disabled. The enterprise candidate must enable them with a separately provisioned qualified record; the worker never receives them.,2026-09-01
F-OPS-08,Authenticating edge,"As a security owner I want TLS, the body cap and identity injection to happen at an edge the application can trust, with client-supplied identity headers stripped before they reach it.","Caddy terminates TLS for CAOS_DOMAIN, caps the request body at MAX_UPLOAD_MB (the same variable the app reads), strips X-Forwarded-User/Email/Groups and X-Edge-Authorization from the client request, then proxies to oauth2-proxy adding X-Edge-Authorization: EDGE_PROXY_SECRET. oauth2-proxy runs the OIDC flow (skip_provider_button, secure httponly lax cookies, 168h expiry, pass_access_token off) and re-adds the authentic identity headers via pass_user_headers, skipping auth only for GET /api/health - the same path EdgeIdentityGate treats as public. Browser hardening headers are deliberately NOT set here: the app is the origin for both the export and the API and sets them in one unit-tested place.","A client sending its own X-Forwarded-Groups (stripped at the edge); an over-cap body (refused by Caddy before the app buffers); an IdP returning no groups claim (every user falls back to READER, fail-closed); /api/health reachable unauthenticated.",test_misc_spec.py::test_edge_scrubs_every_identity_header_the_app_trusts (added this session); test_misc_spec.py::test_client_role_header_cannot_escalate_in_production (added this session) [executed 2026-08-30 by the repo suite (428 passed) plus deploy and config check],PASS,1,Medium,"Discovered in iteration 4 and immediately found untested - see D-008. The scrub list and the app's trusted-header list are now tied together by a test that derives both from source. clamd's MaxScanSize (250M) comfortably exceeds MAX_SOURCE_MB (25). Not exercised end to end: no live Caddy or oauth2-proxy runs in this worktree, so the OIDC flow itself is unverified here.",2026-08-30
F-OPS-09,Dependency and vulnerability management,As a maintainer I want supply-chain risk surfaced and gated automatically rather than noticed by hand.,"Dependabot covers five ecosystems weekly. CI's security job installs pip-audit and bandit from the hashed lock caos/server/requirements-security.txt, runs pip-audit (JSON) over requirements.txt, bandit (high severity, medium confidence) over the server excluding the vendored bundle, npm audit at --audit-level=high, and a digest-pinned gitleaks scan; caos/scripts/scan_floors.py refuses each report below its coverage floor (bandit lines, dependencies audited, commits scanned) and binds the reports to the commit in scan-manifest.json, retained as the security-scans-<sha> artifact. The image job runs Trivy's package inventory and a CycloneDX SBOM for both images, each bound to the built image id, then the fixable HIGH/CRITICAL gate, retained as image-scans-<sha>.",A CVE in a pinned version (pip-audit fails); a vulnerable base image (Trivy); a committed secret (gitleaks); a SAST gate that cannot parse the code (see D-010); an ignored major that hides a security fix (minor and patch still flow).,caos/tests/test_scan_floors.py (5 tests); caos/tests/test_workflow_security.py; pip-audit; bandit; npm audit; gitleaks; Trivy [executed in CI],PASS,1,Medium,Task 12b: a green scanner that scanned nothing now fails — observed for real: gitleaks exited 0 with 'no leaks found' on a worktree where git had failed underneath it. Dependency locks are hashed since Task 12a-adjacent work (CLAUDE.md); the scanners now are too.,2026-09-03
F-OPS-10,Recorded read-only review of pull-request diffs,As a maintainer I want every PR diff reviewed for supply-chain and authority tripwires without the reviewer itself becoming an attack surface.,"security-review.yml runs caos/scripts/recorded_review.py on pull_request with contents: read, no secret and no network: a fixed rule table over the added lines (unpinned actions, fork-privileged triggers, write tokens, event text in run blocks, AI agents, curl|sh, credential literals with redaction, vendored-bundle edits without a DECISIONS.md change, x-caos-role outside identity.py, raw HTML in the frontend; deploy, identity, route and lock changes flagged for review). A BLOCK finding fails the check; a non-empty diff that yields zero examined files exits 2; the JSON record is retained as recorded-review-<sha> whether red or green.","Unparseable diff (VACUOUS, exit 2); empty diff (RECORDED, 0 files); bundle change with its decision in the same diff (REVIEW not BLOCK); a credential in an added line (reported redacted, never echoed).","caos/tests/test_recorded_review.py (7 tests: planted BLOCK diffs, pinned-action non-finding, decision-accompanied bundle edit, vacuous exit, empty diff, this repository's own HEAD diff, workflow read-only shape)",PASS,0,-,"Replaced the anthropics/claude-code-security-review action (ETR-B06): the diff is attacker-controlled text and no longer reaches a model, a secret or a write token. Non-vacuity is tested, not assumed.",2026-09-03
F-OPS-11,PostgreSQL boot and schema check,"As an operator I want proof that the built image can actually reach PostgreSQL and create its schema, not just that the tests pass on SQLite.","ci.yml's image job boots the built image with ENVIRONMENT=production against a digest-pinned postgres:17-alpine, waits for /api/health, then asserts the eight startup tables (cases, sources, source_sets, audit_events, runs, run_nodes, run_artifacts, run_events) all exist. Model and deliverable tables arrive lazily on first use and are deliberately not asserted.",psycopg present without a pq implementation (the exact regression this check exists for); health served but no schema written; a table missing.,"Reproduced locally on 2026-08-30 without the image, using run.py directly against postgres:18-alpine [executed 2026-08-30 as a deploy and config check]",PASS,0,-,"Reproduced here: 17 tables created, none of the 8 required missing, health served, production identity edge behaving. This check exists because the suite runs on SQLite and verify_image_resources checks resources rather than connectivity, so nothing else ever proved the app can reach PostgreSQL.",2026-08-30
F-OPS-12,Structured operational logs and readiness,"As an operator I want to identify stuck runs, typed refusals, and provider spend without exposing document text.","observability.py emits bounded structured JSON events for durable transitions, refusals, provider calls, budgets, gates, recovery, and worker failures; readiness probes the store, verified methodology bundle, and checkpoint database.",Document-derived text or registered secrets in any field; denied provider slot; retry without a finish event; malformed checkpoint schema; worker exception message.,test_observability_spec.py (26 tests) and test_http_contracts_spec.py::test_health_serves_the_pinned_readiness_key_set [executed 2026-08-31 by the merged backend suite (630 passed)],PASS,0,-,No metrics or distributed tracing are claimed; SPEC_RECONCILIATION.md records the thresholds that would justify them.,2026-08-31
F-DELIV-13,Analyst opinion sign-off,"As an analyst I want to sign the opinion, limitations, material overrides and rationale on the exact saved revision so the external work product is mine before it can be frozen.","POST /api/cases/{case_id}/deliverables/{pathway}/opinion (deliverables/service.py::sign_opinion, storage/deliverables.py::sign_opinion). Append-only record bound to draft id/version/digest, accepted snapshot, source set, model identity digest and methodology build; expected-head CAS on the (case, pathway) opinion head; audit deliverable.opinion.signed in the same transaction; freeze refuses OPINION_SIGNOFF_REQUIRED / OPINION_SIGNOFF_STALE; the workspace serves opinion.head/current/reasons.","Stale expected head (409 OPINION_HEAD_CONFLICT carrying the head); sign-off on a non-head revision (OPINION_REVISION_STALE); withdrawn cited source; blank or bidi-override statement (422); a later draft save, source-set move, snapshot supersession or model move marks the sign-off stale.","test_publication_spec.py::test_opinion_signoff_is_an_append_only_expected_head_cas_bound_to_the_exact_revision, ::test_opinion_requires_every_statement_non_blank, ::test_opinion_binds_only_the_head_revision_and_live_evidence, ::test_freeze_requires_a_current_opinion_and_refuses_a_stale_one, ::test_superseded_upstream_authority_invalidates_the_signoff",PASS,0,-,"ANA-017..020, PUB-005; the sign-off is a store CAS, not an interrupt (invariant 5).",2026-09-03
F-DELIV-14,Freeze as a worker-published job,As an analyst I want freeze to queue a render the worker publishes so a frozen record exists only after every export was published hash-addressed and read back.,"POST .../deliverables/{pathway}/freeze returns 202 FreezeJobResponse; GET /api/cases/{case_id}/deliverables/freeze-jobs/{job_id} tracks it; worker.py drains DeliverableService.run_pending_freezes (claim QUEUED->RENDERING CAS, render md/pdf/xlsx, publish, verified read, one transaction: frozen record + parked thread + audit deliverable.frozen + job PUBLISHED); FAILED jobs carry a typed code and audit deliverable.freeze_failed; startup recovery requeues RENDERING jobs; XLSX renders in the worker only.",Race and retry converge on one job; a renderer crash leaves a FAILED job and no frozen record; a divergent render for a published identity is DELIVERABLE_FREEZE_CONFLICT; a dead worker's claim is requeued at the next start; foreign job id is 404.,"test_publication_spec.py::test_freeze_is_a_worker_job_and_the_frozen_record_exists_only_after_verified_publication, ::test_a_rendering_failure_leaves_a_typed_failed_job_and_no_frozen_record, ::test_freeze_requests_are_idempotent_under_race_and_retry, ::test_a_worker_crash_mid_render_is_recovered_by_requeue_on_the_next_start, ::test_a_divergent_render_for_a_published_identity_is_a_freeze_conflict, ::test_http_freeze_returns_the_job_and_the_workspace_tracks_it_to_a_frozen_record",PASS,0,-,"PUB-013, PUB-014; the API process renders nothing.",2026-09-03
F-DELIV-15,Detached filing receipt and separation of duties,"As an approver I want to file the exact frozen bytes and receive an immutable receipt, and as an auditor I want the signer and the freeze actor barred from filing their own output.","approve_filing refuses APPROVER_NOT_INDEPENDENT (403) when the actor is the opinion signer or the freeze actor; file_record writes deliverable_filing_receipts (append-only) in the filing transaction with approver, time, opinion id, signer, digests, export digests, approval hash and receipt_digest; GET /api/cases/{case_id}/deliverables/by-id/{deliverable_id}/receipt serves FilingReceiptResponse; the approved bytes are never rerendered and never name the approver; served downloads audit deliverable.exported.","Concurrent filers: one receipt, one FILED, typed RESUME_NOT_APPLIED loser; receipt row update/delete refused APPEND_ONLY; receipt 404 before filing and for non-members; tampered export on download is 409 DELIVERABLE_EXPORT_INTEGRITY_FAILED with no audit residue.","test_publication_spec.py::test_the_opinion_signer_and_the_freeze_actor_cannot_file_their_own_output, ::test_filing_writes_an_immutable_detached_receipt_and_leaves_the_approved_bytes_untouched, ::test_concurrent_filers_yield_one_receipt_and_one_typed_loser, ::test_filed_download_is_audited_and_tampering_is_detected_on_download",PASS,0,-,PUB-019..025.,2026-09-03
F-DELIV-16,Case member provisioning,As a case approver or admin I want to provision a distinct approver with one governed mutation so filing never depends on database seeding.,POST /api/cases/{case_id}/members (MemberRequest -> store.add_member). Requires stored case APPROVER/ADMIN standing AND a current global writer role (require_case_approver); a current global ADMIN never escalates stored READER/ANALYST standing; non-members get 404; audit case.member_added.,Stored analyst 403; global reader 403; outsider 404; invalid role 422.,"test_publication_spec.py::test_approver_is_provisioned_through_the_members_route_without_database_seeding; run_sec_audit.py (stored reader write 403, foreign case 404)",PASS,0,-,Phase 4 item 4; no admin subsystem.,2026-09-03
F-AUD-01,Append-only audit chain,"As an auditor I want audit rows that cannot be updated or deleted and that link to their predecessor by digest so insertion, deletion, mutation and reordering are detectable.","storage/store.py: audit_events gains chain_key/chain_seq/prev_digest/digest; _audit locks the audit_chain_heads __lock__ row (SELECT FOR UPDATE on PostgreSQL, a writer-lock UPDATE on SQLite), assigns chain_seq = head+1 per case chain (or __global__), digests the row with the previous digest, and moves the head in the same transaction; UPDATE/DELETE triggers refuse APPEND_ONLY; legacy rows are chained once at startup; audit_chain/audit_chain_head/verify_audit_chain readers; audit_trail wire shape unchanged.",Disarmed triggers with mutate/delete/insert/reorder/head tamper each convicted; concurrent writers never fork; a rolled-back governed write leaves no gap; events without a case ride the global chain.,test_audit_chain_spec.py (11 tests),PASS,0,-,"AUD-011, AUD-012; the chain's external anchor is the audit package manifest.",2026-09-03
