check_id,family,section,condition,result,evidence,owner,notes
ANA-008,ANA,Test analytical interpretation and opinion ownership,Keep legal capacity separate from observed willingness and current financial feasibility,BLOCKED EXTERNAL,artifact:gates/qualification/host-control-verdict.txt;artifact:gates/qualification/evidence/host_control/C11/COVENANT_REFINANCING-full,credit analysts / design owner (REV-001),"No retained test or scorer dimension separates legal capacity from observed willingness and current financial feasibility; CP-4 legal interpretation is methodology prose. The C11 and C19 covenant cells score citations, facts, forbidden headroom claims and the typed calculation limitation only. Needs the REV-001 blind review; a scorer dimension is the internal follow-up."
ANA-009,ANA,Test analytical interpretation and opinion ownership,Prevent exact covenant-capacity claims when required legal inputs are absent,PROVED HOST CONTROL,artifact:gates/qualification/host-control-matrix.txt;artifact:gates/qualification/evidence/host_control/C11/COVENANT_REFINANCING-full;junit:caos.tests.test_runtime_calculations::test_incomplete_non_core_calculation_completes_the_module_as_a_declared_limitation;junit:caos.tests.test_runtime_calculations::test_provider_cannot_forge_a_host_limitation_flag;junit:caos.tests.spec.test_model_builder_spec::test_assumption_registry_is_versioned_complete_and_explicit_about_gaps,enterprise test owner (live credential) / model risk,"C11 (thresholds documented, no financials or definitions) passes only if Gaps & Conflicts names METHODOLOGY_CALCULATION_INCOMPLETE and no 'headroom of'/'turns of headroom' figure appears in the claim sections. In-suite: an incomplete calculator becomes a typed host-derived limitation (never a computed value), a provider cannot forge a host limitation flag, and the covenant assumption degrades to gap code COVENANT_DEFINITION_UNAVAILABLE. Live-model behaviour on real legal packs (C19 keys, C21) is external."
ANA-010,ANA,Test analytical interpretation and opinion ownership,"Separate industrial and finance-company cash, debt, cash flow, liquidity, and leverage",PROVED HOST CONTROL,artifact:gates/qualification/host-control-matrix.txt;artifact:gates/qualification/evidence/host_control/C06/FULL_CREDIT-full,enterprise test owner (live credential) / model risk,"C06 (industrial debt and non-recourse financing-subsidiary debt reported separately) passes only if both perimeter facts are stated and cited (F1, F2 linked) and no 'single perimeter'/'treated as one perimeter' conclusion appears. No in-suite test covers this. The cell does not score a model effect, so per-perimeter cash, cash flow, liquidity and leverage computations are not verified; only the artifacts' statement of two perimeters is."
ANA-011,ANA,Test analytical interpretation and opinion ownership,Keep matched-funding debt outside industrial leverage when the approved perimeter requires it,OPEN,,enterprise test owner / model risk (corpus pack + model-builder test),"Nothing retained: no pack carries a matched-funding instrument (C06 has an industrial and a financing-subsidiary perimeter but no matched-funding debt), no model-builder test or registry assumption references matched funding, and no scorer dimension checks perimeter membership of debt in leverage. Needs a pack with an answer key and a calculation test."
ANA-012,ANA,Test analytical interpretation and opinion ownership,Treat non-debt funding float under its governed definition and never substitute ordinary payables,OPEN,,enterprise test owner / model risk (corpus pack + model-builder test),"Nothing retained mentions non-debt funding float or a payables substitution; no pack, no test, no registry definition found. Needs the governed definition in the methodology plus a pack and a calculation test."
ANA-013,ANA,Test analytical interpretation and opinion ownership,Test calculations against independently computed answer keys at exact rounding boundaries,BLOCKED EXTERNAL,artifact:gates/qualification/host-control-verdict.txt;artifact:gates/qualification/host-control-matrix.txt;junit:caos.tests.spec.test_source_complete_modelling_spec::test_derived_periods_follow_the_governed_formulas_and_never_overwrite_a_reported_one;junit:caos.tests.spec.test_source_complete_modelling_spec::test_hard_bounds_apply_one_value_below_at_and_above_each_boundary[2-True];junit:caos.tests.spec.test_source_complete_modelling_spec::test_hard_bounds_apply_one_value_below_at_and_above_each_boundary[2.0001-False];junit:caos.tests.spec.test_model_builder_spec::test_golden_cp_model_fixtures_pass_vendor_validation,credit analysts / model risk (analyst-scope answer-key approval; REV-003),"The retained matrix scores every cell against draft answer keys attested only at host_control scope by the implementer; the verdict lists C01-C19 as needing an analyst-scope approval and C20-C22 as unpinned, so the keys are not independently computed. In-suite exact-value checks exist (LTM/YTD/BASE values such as '483.00'; registry hard bounds one value below/at/above each bound), but the bound tests are limit boundaries, not rounding boundaries, and no test drives a calculation at a displayed-precision rounding boundary against an external key."
ANA-014,ANA,Test analytical interpretation and opinion ownership,"Test materiality and confidence changes when evidence is removed, conflicted, downgraded, or withdrawn",OPEN,junit:caos.tests.spec.test_source_complete_modelling_spec::test_removing_the_quarterly_report_changes_the_input_and_the_lineage_but_no_output;junit:caos.tests.spec.test_source_complete_modelling_spec::test_removing_the_forecast_source_is_a_typed_model_refusal_never_a_default;junit:caos.tests.spec.test_source_complete_modelling_spec::test_removing_the_annual_report_refuses_at_the_source_gate;junit:caos.tests.spec.test_source_complete_modelling_spec::test_a_conflicting_document_refuses_the_whole_pack_and_admits_nothing;junit:caos.tests.spec.test_source_complete_modelling_spec::test_withdrawing_a_bound_source_revokes_the_model_and_leaves_the_audit_trail;junit:caos.tests.spec.test_distressed_model_overlay::test_withdrawn_snapshot_source_revokes_model_authority;junit:caos.tests.spec.test_misc_spec::test_confidence_discards_provider_scores_and_labels_declared_count_provenance;artifact:gates/qualification/evidence/host_control/C09/FULL_CREDIT-full,enterprise test owner,"Removed, conflicted and withdrawn evidence are proven to change the outcome in a typed way (source-gate refusal, CANONICAL_MODEL_INPUTS_INVALID, INTAKE_SOURCE_CONFLICT, lineage and fingerprint changes, C09 after-run withdrawal excludes the source from the next pin) and confidence is host-recomputed ignoring provider scores (source_gate fail -> not Passed, analyst_review_required). Missing: no 'downgraded' evidence path is tested at all, and no test asserts a materiality or confidence value moving in the direction an answer key specifies; the retained tests assert refusals and identity changes, not graded materiality/confidence deltas."
ANA-015,ANA,Test analytical interpretation and opinion ownership,Prevent missing evidence from creating an adverse fact or invented filler,PROVED HOST CONTROL,artifact:gates/qualification/host-control-matrix.txt;artifact:gates/qualification/evidence/host_control/C02/FULL_CREDIT-full;artifact:gates/qualification/evidence/host_control/C05/FULL_CREDIT-full;junit:caos.tests.test_qualification_harness::test_unsupported_claim_and_forbidden_conclusion_fail_a_cell;junit:caos.tests.test_qualification_harness::test_a_refusal_cell_passes_only_with_its_declared_code;junit:caos.tests.spec.test_injection_spec::test_document_cannot_buy_an_answer_with_no_supplied_evidence;junit:caos.tests.test_runtime_calculations::test_sparse_or_legally_incomplete_pack_returns_a_typed_refusal[fail-SOURCE_EVIDENCE_INSUFFICIENT];junit:caos.tests.test_runtime_calculations::test_provider_cannot_forge_a_host_limitation_flag;junit:caos.tests.spec.test_model_builder_spec::test_allowed_unavailable_liquidity_degrades_to_named_nulls_not_zeros;junit:caos.tests.spec.test_source_complete_modelling_spec::test_removing_the_forecast_source_is_a_typed_model_refusal_never_a_default,enterprise test owner (live credential) / model risk,"Host control: the sparse pack C02 must refuse with SOURCE_EVIDENCE_INSUFFICIENT and never state 'committee-ready'/'recommend'; every succeeded cell fails if any number in the claim sections is untraceable to delivered evidence or calculation outputs (unsupported_claims dimension) or a forbidden adverse conclusion appears (C18: no 'covenant breach'/'going concern doubt' without evidence). In-suite: no-evidence output is AGENT_OUTPUT_INVALID after one repair; missing inputs become named nulls or typed refusals, never defaults. Invented prose filler without numbers is not mechanically checked."
ANA-016,ANA,Test analytical interpretation and opinion ownership,Show what changed between prior and current accepted analyses,OPEN,junit:caos.tests.spec.test_http_contracts_spec::test_snapshot_diff_entries_are_module_id_and_digest_only;junit:caos.tests.spec.test_misc_spec::test_newer_accepted_run_sets_switch_required_until_explicit_switch;junit:caos.tests.spec.test_source_complete_modelling_spec::test_every_pathway_overlays_its_declared_effect_on_the_full_credit_model;artifact:gates/qualification/evidence/host_control/C18/EARNINGS_UPDATE-full,enterprise test owner,"The case snapshot wire serves a 'diff' (added/removed/modified module digests and source_set_changed, api _snapshot_diff) but only its response shape is pinned; the switch test asserts switch_required, not the diff content, and no retained test accepts two analyses and asserts what the diff reports. Content-level change is the Earnings Update effect (EARNINGS_PERIOD_FORECAST_VARIANCE, C18 passes under host control), which is actual-versus-guidance, not prior-versus-current accepted analysis. Needs a behavioural diff test and, for a readable change summary, a design decision."
ANA-017,ANA,Test analytical interpretation and opinion ownership,"Keep an analyst's edits, comments, assumptions, and sign-off distinct from machine-authored content",PASS,junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[normal];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[dense];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[long_text];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[multilingual];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[held];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[filed];junit:caos.tests.spec.test_deliverables_spec::test_full_credit_draft_composes_one_governed_decision_document;junit:caos.tests.spec.test_deliverables_spec::test_strict_schema_rejects_client_supplied_generated_values;junit:caos.tests.spec.test_deliverables_spec::test_draft_request_rejects_client_supplied_document_sections;junit:caos.tests.spec.test_deliverables_spec::test_http_request_changes_requires_approver_and_nonblank_comment_and_appends_commented_draft;junit:caos.tests.spec.test_publication_spec::test_frozen_payload_carries_the_signed_opinion_and_the_signer;junit:caos.tests.spec.test_model_builder_spec::test_sign_off_cas_is_append_only_with_separate_head_and_monotonic_order,enterprise test owner,"Every publication section carries an origin and the goldens assert 'Analyst judgment' versus 'Locked · model/artifact/system' labels in Markdown, PDF and XLSX for six states; analyst narrative is ANALYST_JUDGMENT content mode while generated sections are locked (editable=false) and client-supplied generated values or sections are refused; the opinion is a separate signed record carried with its signer; approver comments land in a traceable replacement draft; analyst model revisions are append-only records distinct from the application build. Browser-side distinction was exercised only against fixture-mocked deliverable routes (the workbench report records status/timing only)."
ANA-018,ANA,Test analytical interpretation and opinion ownership,"Require an analyst sign-off note that states the opinion, limitations, material overrides, and rationale",PASS,junit:caos.tests.spec.test_publication_spec::test_opinion_requires_every_statement_non_blank[opinion];junit:caos.tests.spec.test_publication_spec::test_opinion_requires_every_statement_non_blank[limitations];junit:caos.tests.spec.test_publication_spec::test_opinion_requires_every_statement_non_blank[material_overrides];junit:caos.tests.spec.test_publication_spec::test_opinion_requires_every_statement_non_blank[rationale];junit:caos.tests.spec.test_publication_spec::test_opinion_signoff_is_an_append_only_expected_head_cas_bound_to_the_exact_revision;junit:caos.tests.spec.test_publication_spec::test_freeze_requires_a_current_opinion_and_refuses_a_stale_one;junit:caos.tests.spec.test_publication_spec::test_http_freeze_returns_the_job_and_the_workspace_tracks_it_to_a_frozen_record,enterprise test owner,"The sign-off request requires all four statements (opinion, limitations, material_overrides, rationale) as non-blank BoundaryText (blank and bidi-override refused at the contract), the signed record stores them and freeze refuses OPINION_SIGNOFF_REQUIRED without a current one; the HTTP route round-trips the same fields."
ANA-019,ANA,Test analytical interpretation and opinion ownership,Prevent machine content from being presented as the analyst's opinion before sign-off,PASS,junit:caos.tests.spec.test_publication_spec::test_freeze_requires_a_current_opinion_and_refuses_a_stale_one;junit:caos.tests.spec.test_publication_spec::test_frozen_payload_carries_the_signed_opinion_and_the_signer;junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[normal];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[dense];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[long_text];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[multilingual];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[held];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[filed];junit:caos.tests.spec.test_misc_spec::test_cp2g_emits_handoff_without_fabricated_workbook_values_or_signing_claims;junit:caos.tests.spec.test_deliverables_spec::test_filed_exports_are_byte_exact_sha_verified_and_never_rerendered,enterprise test owner,"Nothing freezes without a current sign-off (OPINION_SIGNOFF_REQUIRED/STALE), the frozen masthead names the opinion owner and reads PENDING APPROVAL in every format, pre-filing downloads are refused (409), and module output may carry no sign-off claim. The browser's disabled Freeze control before sign-off was exercised only against fixture-mocked routes."
ANA-020,ANA,Test analytical interpretation and opinion ownership,Retain every superseded analyst opinion and its exact supporting snapshot,PASS,junit:caos.tests.spec.test_publication_spec::test_opinion_signoff_is_an_append_only_expected_head_cas_bound_to_the_exact_revision;junit:caos.tests.spec.test_publication_spec::test_opinion_binds_only_the_head_revision_and_live_evidence;junit:caos.tests.test_postgres_races::test_opinion_sign_off_race_leaves_one_head,enterprise test owner,"opinion_history retains the superseded opinion beside its successor (supersedes_opinion_id), UPDATE/DELETE on deliverable_opinions are refused by APPEND_ONLY triggers, and each opinion binds the exact draft revision digest, accepted snapshot id, source-set id/version, model-identity digest and methodology build, digested over the whole record; the two-connection PostgreSQL race leaves one head. The supporting snapshot itself is retained by the immutable runs store and referenced by id."
CALC-001,CALC,Test deterministic models and scenarios,"Validate every CP-MODEL input table, identity, status, unit, period, definition, source, and relevance-manifest membership before calculation, including all relevant supplied annual, quarterly/interim, forecast, and forecast-revision documents",PASS,junit:caos.tests.spec.test_source_complete_modelling_spec::test_full_credit_build_binds_every_relevant_document_to_the_model_or_the_analysis;junit:caos.tests.spec.test_source_complete_modelling_spec::test_a_used_document_that_nothing_consumed_is_a_typed_incomplete_model_never_ready;junit:caos.tests.spec.test_model_builder_spec::test_golden_cp_model_fixtures_pass_vendor_validation,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-002,CALC,Test deterministic models and scenarios,Refuse a build when any unconditional stable table is absent,PASS,junit:caos.tests.spec.test_model_builder_spec::test_cp_model_rejects_hidden_stable_tables;junit:caos.tests.spec.test_source_complete_modelling_spec::test_removing_the_annual_report_refuses_at_the_source_gate,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-003,CALC,Test deterministic models and scenarios,Preserve unavailable optional assumptions as null with a named gap,PASS,junit:caos.tests.spec.test_model_builder_spec::test_allowed_unavailable_liquidity_degrades_to_named_nulls_not_zeros;junit:caos.tests.spec.test_source_complete_modelling_spec::test_removing_the_forecast_source_is_a_typed_model_refusal_never_a_default,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-004,CALC,Test deterministic models and scenarios,"Reject NaN, infinity, invalid decimal text, zero denominators, and out-of-bound assumptions",PASS,junit:caos.tests.spec.test_model_builder_spec::test_finite_guards_reject_non_finite_and_zero_denominators;junit:caos.tests.spec.test_model_builder_spec::test_assumption_inputs_fail_closed_on_unit_nonfinite_and_bounds;junit:caos.tests.spec.test_model_builder_spec::test_zero_denominators_yield_none_metrics_and_nonfinite_cp1_fails_validation,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-005,CALC,Test deterministic models and scenarios,"Derive quarter, year-to-date, full-year, last-twelve-month, pro-forma, base, and downside periods from the governed formulas",PASS,junit:caos.tests.spec.test_source_complete_modelling_spec::test_derived_periods_follow_the_governed_formulas_and_never_overwrite_a_reported_one,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-006,CALC,Test deterministic models and scenarios,Never overwrite a directly reported period with a derived period,PASS,junit:caos.tests.spec.test_source_complete_modelling_spec::test_every_pathway_overlays_its_declared_effect_on_the_full_credit_model,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-007,CALC,Test deterministic models and scenarios,Produce identical calculation outputs from identical canonical inputs,PASS,junit:caos.tests.spec.test_model_builder_spec::test_accepted_full_credit_queues_and_builds_an_idempotent_content_addressed_model;junit:caos.tests.spec.test_source_complete_modelling_spec::test_an_irrelevant_document_changes_no_result_and_is_never_silently_discarded,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-008,CALC,Test deterministic models and scenarios,Match every workbook formula result to the Python calculation engine,PASS,junit:caos.tests.spec.test_model_builder_spec::test_workbook_pins_registry_identity_and_cell_expectations_match_engine,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-009,CALC,Test deterministic models and scenarios,Account for every workbook formula and reject unrecognized or unrecalculated cells,PASS,junit:caos.tests.spec.test_model_builder_spec::test_workbook_pins_registry_identity_and_cell_expectations_match_engine;junit:caos.tests.spec.test_model_builder_spec::test_worksheet_serialization_requires_no_external_binaries,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-010,CALC,Test deterministic models and scenarios,"Record first covenant, liquidity, leverage, or coverage breach consistently",PASS,junit:caos.tests.spec.test_model_builder_spec::test_first_breach_identity_family_sign_and_committee_visibility,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-011,CALC,Test deterministic models and scenarios,"Keep scenario, sensitivity, preview, and rebase results transient until analyst sign-off",PASS,junit:caos.tests.spec.test_model_builder_spec::test_preview_and_signoff_share_exact_calculation_and_previews_persist_nothing;junit:caos.tests.spec.test_model_builder_spec::test_scenario_and_one_way_are_transient_with_registry_guardrails;junit:caos.tests.spec.test_model_builder_spec::test_newer_accepted_build_stales_revisions_and_rebase_preview_is_transient,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-012,CALC,Test deterministic models and scenarios,"Apply hard bounds at one value below, at, and one value above each boundary",PASS,junit:caos.tests.spec.test_source_complete_modelling_spec::test_hard_bounds_apply_one_value_below_at_and_above_each_boundary,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-013,CALC,Test deterministic models and scenarios,"Bind a preview to build, registry digest, assumption values, draft generation, and output digest",PASS,junit:caos.tests.spec.test_model_builder_spec::test_preview_and_signoff_share_exact_calculation_and_previews_persist_nothing;junit:caos.tests.spec.test_model_builder_spec::test_http_preview_signoff_history_and_stale_head_conflict,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-014,CALC,Test deterministic models and scenarios,"Reject sign-off of a stale preview, stale build, stale source set, changed registry, or changed assumptions",PASS,junit:caos.tests.spec.test_model_builder_spec::test_sign_off_validates_exact_current_build_identity;junit:caos.tests.spec.test_model_builder_spec::test_sign_off_against_superseded_build_reports_current_build_identity;junit:caos.tests.spec.test_model_builder_spec::test_warmed_model_caches_cannot_outlive_withdrawn_source_authority,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-015,CALC,Test deterministic models and scenarios,Commit a signed model revision and its audit event atomically using compare-and-swap,PASS,junit:caos.tests.spec.test_model_builder_spec::test_sign_off_cas_is_append_only_with_separate_head_and_monotonic_order;junit:caos.tests.spec.test_model_builder_spec::test_two_concurrent_sign_offs_have_one_atomic_winner,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-016,CALC,Test deterministic models and scenarios,Preserve immutable revision history and mark superseded revisions without altering bytes,PASS,junit:caos.tests.spec.test_model_builder_spec::test_signed_revision_database_guard_refuses_every_immutable_mutation_and_delete;junit:caos.tests.spec.test_model_builder_spec::test_signed_revision_immutability_ddl_covers_sqlite_and_postgres,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-017,CALC,Test deterministic models and scenarios,Rebase only compatible assumptions and require review of changed or invalidated assumptions,PASS,junit:caos.tests.spec.test_model_builder_spec::test_rebase_reports_source_context_drift_and_unmapped_assumptions,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-018,CALC,Test deterministic models and scenarios,Export the exact signed revision and verify its digest before download,PASS,junit:caos.tests.spec.test_model_builder_spec::test_signed_export_is_runtime_pinned_hash_verified_and_never_demotes;junit:caos.tests.spec.test_model_builder_spec::test_revision_download_rejects_another_revisions_valid_export_manifest,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-019,CALC,Test deterministic models and scenarios,"Make concurrent build, preview, sign-off, and export requests idempotent or explicitly conflicting",PASS,junit:caos.tests.spec.test_model_builder_spec::test_concurrent_queue_is_idempotent_and_attributes_the_winner;junit:caos.tests.spec.test_model_builder_spec::test_sign_off_serializes_with_a_concurrent_newer_build_completion;junit:caos.tests.spec.test_model_builder_spec::test_calculations_share_one_aggregate_deadline_without_persistence,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
CALC-020,CALC,Test deterministic models and scenarios,"Reproduce a signed model from retained inputs, engine version, and assumption registry",PASS,junit:caos.tests.spec.test_distressed_model_overlay::test_distressed_recomputes_calculation_outputs_before_model_use;junit:caos.tests.spec.test_source_complete_modelling_spec::test_an_overlay_effect_is_rebuilt_from_the_records_it_names_and_refuses_a_forged_one;junit:caos.tests.spec.test_model_builder_spec::test_validated_build_rejects_tampered_publishing_identity,,"SPEC_RECONCILIATION.md ""CALC-001–020 → retained tests""; every cited test (parametrized cells included) passed in the candidate junit"
PUB-001,PUB,Test report authoring and external publishing,"Create a report draft from the accepted snapshot, approved template, and selected qualified model authority",PASS,junit:caos.tests.spec.test_deliverables_spec::test_full_credit_draft_composes_one_governed_decision_document;junit:caos.tests.spec.test_deliverables_spec::test_draft_fails_closed_without_upstream_accepted_authority;junit:caos.tests.spec.test_deliverables_spec::test_template_registry_serves_six_pathways_with_stable_identity_and_evidence_register;junit:caos.tests.spec.test_deliverables_spec::test_model_selection_pins_current_revision_and_fallback_requires_acknowledged_no_revision_state;junit:caos.tests.spec.test_deliverables_spec::test_selection_must_resolve_to_exact_stored_revision_and_build_records;junit:caos.tests.spec.test_deliverables_spec::test_live_model_builder_authority_feeds_eligibility_selection_scenario_and_freeze;junit:caos.tests.spec.test_deliverables_spec::test_composition_verifies_accepted_artifact_bytes_before_saving,enterprise test owner,"A draft composes from the accepted snapshot's verified artifacts (fails closed without accepted authority or on a forged artifact digest), the registry template, and a model selection that must resolve to the exact validated build or signed revision (MODEL_REVISION_STALE / MODEL_BUILD_STALE otherwise). 'Qualified' here means validated build or signed revision; live-model qualification of the underlying analysis is external (MOD family)."
PUB-002,PUB,Test report authoring and external publishing,Generate only template-declared machine blocks,PASS,junit:caos.tests.spec.test_deliverables_spec::test_client_invented_optional_kind_or_slot_is_rejected[heading_in_optional_slot];junit:caos.tests.spec.test_deliverables_spec::test_client_invented_optional_kind_or_slot_is_rejected[narrative_in_optional_slot];junit:caos.tests.spec.test_deliverables_spec::test_client_invented_optional_kind_or_slot_is_rejected[invented_slot_id];junit:caos.tests.spec.test_deliverables_spec::test_optional_blocks_out_of_template_declared_order_are_rejected;junit:caos.tests.spec.test_deliverables_spec::test_template_owns_optional_block_kind_stem_cap_order_and_model_dependence;junit:caos.tests.spec.test_deliverables_spec::test_ungoverned_metric_ids_and_chart_recipe_fields_are_rejected;junit:caos.tests.spec.test_deliverables_spec::test_optional_block_cannot_collide_with_a_canonical_document_section;junit:caos.tests.spec.test_deliverables_spec::test_draft_request_rejects_client_supplied_document_sections,enterprise test owner,"Only template-declared optional kinds, slots, caps and order are accepted (DELIVERABLE_SLOT_INVALID, DELIVERABLE_TEMPLATE_ORDER_INVALID), ungoverned metric ids and chart recipe fields are refused, and client-supplied document sections are a 422."
PUB-003,PUB,Test report authoring and external publishing,Validate every generated table and citation before it enters the draft,PASS,junit:caos.tests.spec.test_deliverables_spec::test_citations_resolve_same_case_existing_non_withdrawn_blocks;junit:caos.tests.spec.test_deliverables_spec::test_generated_metric_outputs_are_rebuilt_server_side_from_pinned_revision;junit:caos.tests.spec.test_deliverables_spec::test_forged_scenario_outputs_raise_calculation_mismatch;junit:caos.tests.spec.test_deliverables_spec::test_scenario_digest_must_equal_server_computed_digest;junit:caos.tests.spec.test_deliverables_spec::test_annual_model_generated_table_uses_only_selected_server_outputs;junit:caos.tests.spec.test_deliverables_spec::test_composition_verifies_accepted_artifact_bytes_before_saving;junit:caos.tests.spec.test_deliverables_spec::test_strict_schema_rejects_client_supplied_generated_values,enterprise test owner,"Citations must resolve to same-case, existing, non-withdrawn blocks before a save appends; generated metrics, tables and scenario exhibits are rebuilt server-side from the pinned revision and refused on digest or calculation mismatch; accepted artifact bytes are re-verified at composition."
PUB-004,PUB,Test report authoring and external publishing,Keep analyst-authored opinion blocks distinct from generated fact and analysis blocks,PASS,junit:caos.tests.spec.test_deliverables_spec::test_full_credit_draft_composes_one_governed_decision_document;junit:caos.tests.spec.test_deliverables_spec::test_canonical_document_is_the_only_cross_format_export_source;junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[normal];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[dense];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[long_text];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[multilingual];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[held];junit:caos.tests.spec.test_publication_goldens_spec::test_every_format_carries_the_same_facts_and_matches_its_golden[filed];junit:caos.tests.spec.test_publication_spec::test_frozen_payload_carries_the_signed_opinion_and_the_signer,enterprise test owner,"Analyst narrative and the opinion are ANALYST-origin, editable sections; generated fact and model sections are locked with MODEL/ARTIFACT origin; the origin labels survive into Markdown, PDF and XLSX (goldens) and the opinion leads the decision page."
PUB-005,PUB,Test report authoring and external publishing,Require analyst ownership of the external opinion and material overrides,PASS,junit:caos.tests.spec.test_publication_spec::test_opinion_signoff_is_an_append_only_expected_head_cas_bound_to_the_exact_revision;junit:caos.tests.spec.test_publication_spec::test_opinion_requires_every_statement_non_blank[material_overrides];junit:caos.tests.spec.test_publication_spec::test_freeze_requires_a_current_opinion_and_refuses_a_stale_one;junit:caos.tests.spec.test_publication_spec::test_the_opinion_signer_and_the_freeze_actor_cannot_file_their_own_output;junit:caos.tests.spec.test_publication_spec::test_analyst_judgment_cannot_carry_an_uncited_quantitative_fact[Leverage was 4.2x at FY2025.],enterprise test owner,"The external opinion exists only as a named analyst's signed record carrying opinion, limitations, material_overrides and rationale, bound to the exact revision; freeze and filing carry the signer. The material_overrides statement is required non-blank but no test links it to the concrete model overrides in the analyst revision."
PUB-006,PUB,Test report authoring and external publishing,Save drafts as append-only revisions using expected-version compare-and-swap,PASS,junit:caos.tests.spec.test_deliverables_spec::test_stale_expected_version_is_atomic_cas_conflict_carrying_current_head;junit:caos.tests.spec.test_deliverables_spec::test_restore_appends_new_revision_and_history_stays_byte_identical;junit:caos.tests.spec.test_deliverables_spec::test_saved_revision_digest_is_digest_of_content_and_order_violation_appends_nothing;junit:caos.tests.spec.test_deliverables_spec::test_http_stale_draft_put_returns_409_with_current_revision_and_by_id_read_round_trips;junit:caos.tests.test_postgres_races::test_draft_save_race_conflict_carries_the_committed_head,enterprise test owner,"Saves are content-addressed revisions appended under an expected-version CAS; racing saves yield one winner and one typed conflict carrying the committed head, on SQLite and on two PostgreSQL connections."
